
FOREST_NAME	WATERSHED_CODE	WATERSHED_NAME	WATERSHED_CONDITION_FS_AREA	TOTAL_WATERSHED_AREA_ACRES	FS_OWNERSHIP_PERCENT	NONFS_AREA_PERCENT	AQUATIC_BIOTA_CONDITION	RIPARIAN_WETLAND_VEG_CONDITION	WATER_QUALITY_CONDITION	WATER_QUANTITY_CONDITION	AQUATIC_HABITAT_CONDITION	ROADS_AND_TRAILS_CONDITION	SOIL_CONDITION	FIRE_EFFECTS_REGIME_CONDITION	FOREST_COVER_CONDITION	FOREST_HEALTH_CONDITION	INVASIVE_SPECIES_CONDITION	RANGELAND_VEGETATION_CONDITION	YEAR_PRIORITY_IDENTIFIED	PRINCIPAL_REASON	SELECTION_NARRATIVE	KNOWN_PARTNERS	APPROVAL_DATE	ESTIMATED_COMPLETION_DATE	ESSENTIAL_PROJECT_COUNT	ESSENTIAL_PROJECT_EST_COST	ACTUAL_COMPLETION_DATE	RESTORATION_ACTION_PLAN_IND
Huron Manistee National Forest	040700070709	Au Sable River	Functioning at Risk	17558.4	48	52	Fair	Fair	Fair	Fair	Fair	Poor	Fair	Fair	Good	Poor	Fair	----	 	 	 	 	 	 	 	 	 	 
San Juan National Forest	140300020402	Outlet Beaver Creek	Functioning at Risk	16708.3	98	2	Poor	Good	Good	Good	Fair	Fair	Poor	Fair	Fair	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Malheur National Forest	170702030401	Headwaters Long Creek	Functioning at Risk	29311.3	83	17	Fair	Fair	Poor	Good	Poor	Poor	Good	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Coronado National Forest	150503010302	Brickwood Canyon-Santa Cruz River	Functioning at Risk	14458.6	42	58	Good	Fair	Good	Fair	Fair	Fair	Fair	Poor	----	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
National Forests In Florida	030702040105	Sparkman Creek	Functioning at Risk	31581.4	7	93	Fair	Poor	Good	Fair	Fair	Poor	Fair	Fair	Good	Fair	Poor	----	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140200020610	Willow Creek	Functioning at Risk	14783.9	13	87	Poor	Fair	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Chequamegon-Nicolet National Forest	070500050203	Kidrick Swamp-Yellow River	Functioning Properly	10949.5	92	8	Good	Fair	Good	Good	Poor	Good	Fair	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Wallowa Whitman National Forest	170502030803	Tucker Creek-Powder River	Functioning at Risk	14876.9	11	89	Poor	Fair	Good	Poor	Poor	Poor	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Lolo National Forest	170102130503	Clark Fork River-Kennedy Creek	Functioning Properly	12238.9	53	47	Fair	Fair	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Pike-San Isabel National Forest	110400040101	North Fork Sand Arroyo Creek	Functioning Properly	41765.7	36	64	Poor	Good	Good	Good	Fair	Fair	Good	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Ouachita National Forest	111102040204	Sugar Creek	Functioning Properly	27478.5	54	46	Good	Fair	Good	Good	Good	Poor	Good	Fair	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Beaverhead-Deerlodge National Forest	100200040505	Ruby Creek	Functioning at Risk	24684.8	87	13	Fair	Fair	Poor	Fair	Fair	Fair	Good	Fair	Good	Fair	Fair	Fair	 	 	 	 	 	 	 	 	 	 
White River National Forest	140500050305	Veatch Gulch-White River	Functioning Properly	28344.8	5	95	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Idaho Panhandle National Forest	170103040609	Rochat Creek-St Joe River	Functioning Properly	25886.8	13	87	Fair	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Mark Twain National Forest	110100030207	Little Beaver Creek	Functioning at Risk	30354.2	18	82	Good	Poor	Good	Fair	Poor	Fair	Good	Poor	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Dixie National Forest	150100080601	Magotsu Creek	Impaired Function	21801.5	74	26	Poor	Poor	Fair	Poor	Poor	Poor	Fair	Poor	Good	Good	Poor	Good	 	 	 	 	 	 	 	 	 	 
Uinta-Wasatch-Cache National Forest	160201020105	Hardscrabble Creek	Functioning Properly	22535.1	22	78	Fair	Fair	Good	Good	Good	Fair	Fair	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Daniel Boone National Forest	051301010901	Upper Marsh Creek	Functioning at Risk	28988.7	15	85	Fair	Fair	Fair	Good	Fair	Fair	Fair	Fair	Good	Fair	Fair	----	 	 	 	 	 	 	 	 	 	 
Shasta Trinity National Forest	180201520101	South Fork Beegum Creek	Functioning Properly	21807	94	6	Good	Good	Good	Good	Fair	Fair	Fair	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101031605	Breezy Bay-Frontal Tlevak Strait	Functioning Properly	8614.7	19	81	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Prescott National Forest	150701020104	Dry Creek	Functioning at Risk	9532.9	96	4	Fair	Fair	Good	Good	Fair	Poor	Poor	Fair	----	Good	Good	Poor	 	 	 	 	 	 	 	 	 	 
Mt Hood National Forest	170800010503	Middle Bull Run River	Functioning at Risk	20493.5	100	0	Poor	Good	Good	Poor	Poor	Fair	Fair	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Lewis And Clark National Forest	100402011301	Upper East Fork Roberts Creek	Functioning Properly	34749.7	8	92	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Fair	Poor	Fair	 	 	 	 	 	 	 	 	 	 
Prescott National Forest	150701020102	Upper Ash Creek	Functioning at Risk	27327.3	97	3	Good	Fair	Fair	Fair	Good	Poor	Fair	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Lewis And Clark National Forest	100301040502	Upper Smith Creek	Functioning Properly	23074	52	48	Poor	Good	Good	Fair	Good	Good	Poor	Poor	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
White River National Forest	140100030601	Alkali Creek	Functioning Properly	29047.7	16	84	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101030903	Buster Creek	Functioning Properly	7744.9	100	0	Good	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Gila National Forest	150400030404	Outlet Thompson Canyon	Functioning at Risk	23416	21	79	Fair	Fair	Fair	Good	Fair	Fair	Poor	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Caribou-Targhee National Forest	170401040702	Lower Fall Creek	Functioning at Risk	23224.4	99	2	Poor	Fair	Poor	Good	Poor	Poor	Fair	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
George Washington And Jefferson National Forests	020802020102	Ramseys Draft	Functioning Properly	13741.6	83	17	Good	Good	Fair	Good	Good	Good	Poor	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Gila National Forest	150400010603	Little Creek	Functioning Properly	26770	100	0	Fair	Good	Good	Good	Good	Fair	Fair	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Lassen National Forest	180200030602	Poison Lake	Functioning Properly	24398.2	83	17	Good	Fair	Good	Good	Good	Fair	Good	Poor	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140200050402	Rose Creek-Dominguez Creek	Functioning Properly	29904.1	73	27	Fair	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Salmon-Challis National Forest	170602031001	Upper Napias Creek	Functioning at Risk	14054.9	99	1	Fair	Fair	Good	Fair	Fair	Poor	Good	Poor	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	160600030101	Idlewild Canyon	Functioning at Risk	21023.5	39	61	Fair	Poor	Fair	Fair	Poor	Poor	Fair	Fair	Good	Fair	Fair	Good	 	 	 	 	 	 	 	 	 	 
Nebraska National Forest	101201090502	Lower Hay Canyon	Functioning Properly	21607.7	22	78	Good	Fair	Good	Good	Good	Good	Good	Good	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Uinta-Wasatch-Cache National Forest	160202010107	West Creek-Current Creek	Functioning at Risk	34377.3	22	78	Fair	Fair	Good	Good	Fair	Poor	Good	Fair	Poor	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Salmon-Challis National Forest	170402180204	Fall Creek	Functioning Properly	14190.9	100	0	Fair	Fair	Good	Good	Good	Fair	Good	Poor	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Helena National Forest	100301011203	Helgate Gulch	Impaired Function	11191.4	74	26	Poor	Poor	Poor	Poor	Fair	Poor	Fair	Good	Good	Good	Poor	Poor	 	 	 	 	 	 	 	 	 	 
Pike-San Isabel National Forest	110200020301	North Hardscrabble Creek	Functioning Properly	33522.4	31	69	Poor	Good	Good	Good	Fair	Fair	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Chequamegon-Nicolet National Forest	040301080206	Fay Lake Outlet	Functioning at Risk	13094.8	63	37	Good	Poor	Good	Poor	Poor	Fair	Fair	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
San Juan National Forest	140801010103	Sand Creek	Functioning Properly	11658	100	0	Poor	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Bridger-Teton National Forest	170401010308	Lower Jackson Lake	Functioning Properly	29652.2	9	91	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
White River National Forest	140100050702	Cache Creek-Colorado River	Functioning Properly	45679.7	18	82	Fair	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Chugach National Forest	190202011903	Surprise Glacier	Functioning Properly	19594.1	92	8	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
National Forests In Mississippi	031700030202	Panther Branch-Griffin Creek	Functioning Properly	13737.5	47	54	Good	Fair	Fair	Fair	Fair	Fair	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Fishlake National Forest	160300030311	Black Knoll-Sevier River	Functioning Properly	14845.9	20	80	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102031006	Kelp Bay-Frontal Chatham Strait	Functioning Properly	22610	48	52	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Superior National Forest	090300020502	Twomile Creek-Vermilion River	Functioning Properly	34528.5	25	75	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140300030307	140300030307	Functioning at Risk	16000.5	53	47	Poor	Fair	Good	Good	Fair	Fair	Fair	Fair	Fair	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Dixie National Forest	140700050201	Mamie Creek	Functioning Properly	29647.1	54	46	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Modoc National Forest	180102040104	Little Willow Creek	Functioning Properly	13972.9	100	0	Fair	Good	Fair	Good	Good	Good	Good	Poor	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Chippewa National Forest	090300060302	Moose Brook	Functioning at Risk	18761	22	79	Fair	Fair	Fair	Good	Fair	Fair	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Shasta Trinity National Forest	180102110303	Middle East Fork Trinity River	Functioning at Risk	12747.4	66	34	Poor	Good	Poor	Good	Fair	Fair	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Okanogan-Wenatchee National Forests	170200080301	Headwaters Chewuch River	Functioning Properly	33675.8	100	0	Good	Good	Good	Good	Good	Good	Good	Poor	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Los Padres National Forest	180600100506	Alamo Pintado Creek	Functioning Properly	26047.6	15	86	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Beaverhead-Deerlodge National Forest	100200011001	Selway Creek	Functioning at Risk	21102.3	99	1	Fair	Fair	Fair	Poor	Fair	Fair	Good	Fair	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Inyo National Forest	180901020504	Upper Chidago Canyon	Functioning Properly	32272.1	93	7	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Poor	Good	Good	 	 	 	 	 	 	 	 	 	 
Pike-San Isabel National Forest	101900020201	Geneva Creek	Functioning at Risk	49546.8	97	3	Poor	Fair	Poor	Good	Poor	Fair	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Kisatchie National Forest	080801020202	Middle Bayou-Bayou Boeuf	Functioning Properly	37362.8	65	35	Good	Good	Good	Fair	Fair	Good	Fair	Poor	Fair	Good	Poor	----	 	 	 	 	 	 	 	 	 	 
Custer National Forest	100700050201	Upper West Fork Stillwater River	Functioning Properly	28674.7	100	0	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	----	 	 	 	 	 	 	 	 	 	 
National Forests In North Carolina	030501010503	Mulberry Creek	Functioning at Risk	26580	47	53	Fair	Good	Good	Good	Fair	Poor	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Wallowa Whitman National Forest	170601020407	Lower Little Sheep Creek-Big Sheep Creek	Functioning at Risk	23068.4	19	81	Fair	Good	Poor	Poor	Poor	Poor	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Okanogan-Wenatchee National Forests	170200090207	Lone Fir Creek-Lake Chelan	Functioning at Risk	32037.1	100	1	Poor	Poor	Good	Good	Good	Good	Fair	Poor	Poor	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Dakota Prairie Grasslands	101302020106	101302020106	Functioning Properly	20811.9	6	94	Fair	Good	Good	Good	Good	Fair	Fair	Fair	----	Fair	Poor	Fair	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	160502010105	Bagley Valley-East Fork Carson River	Functioning at Risk	16520.1	68	33	Poor	Fair	Good	Poor	Fair	Good	Fair	Good	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Beaverhead-Deerlodge National Forest	100200010402	Lower Little Sheep Creek	Functioning Properly	31002.6	20	80	Fair	Good	Good	Fair	Fair	Fair	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Clearwater National Forest	170603030503	Weir Creek-Lochsa River	Functioning Properly	33221.5	100	0	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Pike-San Isabel National Forest	110200050903	King Arroyo	Functioning Properly	16446.6	44	56	Poor	Good	Good	Good	Fair	Fair	Good	Good	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	160600120206	Little Fish Lake	Functioning at Risk	34502	98	2	Fair	Poor	Fair	Fair	Poor	Fair	Poor	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Allegheny National Forest	050100030405	Coon Creek	Functioning at Risk	26482.2	5	95	Fair	Fair	Fair	Good	Fair	Fair	Fair	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Ouachita National Forest	080402030302	Headwaters Alum Fork Saline River	Functioning Properly	34053.5	85	16	Good	Good	Fair	Fair	Good	Poor	Good	Fair	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Tonto National Forest	150601050309	Lower Rye Creek	Functioning at Risk	23461.1	97	3	Poor	Fair	Good	Fair	Fair	Poor	Poor	Fair	----	Good	Good	Poor	 	 	 	 	 	 	 	 	 	 
National Forests In North Carolina	060200020703	Lake Cherokee-Persimmon Creek	Functioning at Risk	15931.5	21	79	Poor	Good	Fair	Fair	Poor	Poor	Fair	Poor	Good	Fair	Fair	----	 	 	 	 	 	 	 	 	 	 
Ouachita National Forest	111401080102	Powell Creek-Mountain Fork	Functioning at Risk	21140.4	32	69	Fair	Fair	Fair	Good	Poor	Poor	Good	Fair	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
George Washington And Jefferson National Forests	020700010503	Miller Run-South Fork South Branch Potomac River	Functioning at Risk	17902.5	41	59	Good	Good	Poor	Good	Poor	Fair	Poor	Fair	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Lincoln National Forest	130600050303	Reventon Draw-Arroyo del Macho	Impaired Function	38095.9	33	67	Fair	Poor	Fair	Fair	Poor	Poor	Fair	Fair	Fair	Good	Fair	Poor	 	 	 	 	 	 	 	 	 	 
Ashley National Forest	140600030701	Garfield Creek	Functioning at Risk	11682.1	100	0	Fair	Good	Good	Good	Good	Poor	Poor	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
National Forests In Texas	120200020104	Sikes Creek-Neches River	Functioning at Risk	13949.1	34	66	Fair	Good	Good	Fair	Fair	Good	Fair	Poor	Poor	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Lolo National Forest	170102040607	Upper Trout Creek	Functioning at Risk	28024.7	100	1	Fair	Fair	Good	Good	Fair	Fair	Good	Fair	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Chattahoochee-Oconee National Forest	030601020104	Unnamed	Functioning at Risk	8944.7	49	51	Poor	Good	Good	Poor	Poor	Fair	Fair	Poor	Good	Fair	Fair	----	 	 	 	 	 	 	 	 	 	 
San Bernardino National Forest	181002010104	Upper San Gorgonio River	Functioning Properly	22911.9	32	68	Fair	Good	Good	Good	Good	Good	Fair	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190104011203	Aka Lake-Gulf of Alaska	Functioning Properly	138107.2	6	94	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Dixie National Forest	150100080404	Ash Creek Reservoir-Ash Creek	Functioning at Risk	24926.1	38	63	Fair	Good	Good	Poor	Poor	Poor	Good	Fair	Good	Good	Poor	Poor	 	 	 	 	 	 	 	 	 	 
Francis Marion-Sumter National Forest	030601030708	Bold Branch	Functioning at Risk	8777	54	46	Fair	Poor	Good	Fair	Poor	Fair	Fair	Poor	Good	Poor	Fair	----	 	 	 	 	 	 	 	 	 	 
Willamette National Forest	170900060303	Canal Creek	Functioning at Risk	15028.9	70	30	Poor	Fair	Fair	Good	Poor	Poor	Good	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
National Forests In North Carolina	060102030304	Conley Creek-Tuckasegee River	Functioning at Risk	35066.8	15	85	Poor	Good	Good	Good	Poor	Poor	Fair	Poor	Good	Fair	Good	----	 	 	 	 	 	 	 	 	 	 
National Forests In Texas	120200050703	Chinquapin Creek	Functioning at Risk	19656.7	12	88	Poor	Good	Fair	Fair	Fair	Good	Fair	Poor	Poor	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Eldorado National Forest	180201290403	One Eye Creek-Rock Creek	Functioning at Risk	22314.4	68	32	Fair	Fair	Good	Fair	Poor	Poor	Fair	Fair	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Ochoco National Forest	170703030802	Dry Paulina Creek	Functioning at Risk	15878.1	37	63	Fair	Poor	Poor	Good	Poor	Poor	Good	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
White Mountain National Forest	010600020103	Rocky Branch	Functioning Properly	14452.2	95	5	Good	Good	Poor	Good	Good	Fair	Fair	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Umpqua National Forest	171003011002	Black Creek	Functioning Properly	9653	97	3	Good	Good	Fair	Good	Fair	Poor	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Shawnee National Forest	051402040101	Lake of Egypt	Functioning at Risk	21766.3	10	90	Good	Good	Poor	Fair	Fair	Good	Poor	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Mt Baker-Snoqualmie National Forest	171100060403	Dan Creek	Functioning Properly	10696.6	97	3	Good	Good	Good	Good	Good	Poor	Fair	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140100051309	Spring Creek-Plateau Creek	Functioning at Risk	18289.2	21	79	Poor	Fair	Good	Poor	Good	Good	Good	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Daniel Boone National Forest	051301020502	Line Creek-Rockcastle River	Functioning Properly	35289.5	40	61	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Ottawa National Forest	040301070105	Baraga Lake-Peshekee River	Functioning Properly	33748.4	16	84	Fair	Good	Good	Good	Fair	Good	Good	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Prescott National Forest	150701020203	Grapevine Gulch	Functioning at Risk	10331.7	50	50	Fair	Fair	Good	Good	Good	Poor	Good	Good	Good	Good	Good	Poor	 	 	 	 	 	 	 	 	 	 
Rio Grande National Forest	130100050404	Bighorn Creek	Functioning at Risk	11289.1	88	12	Poor	Fair	Good	Good	Fair	Fair	Fair	Fair	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Flathead National Forest	170102100308	Lower Logan Creek	Functioning Properly	12096.9	76	24	Poor	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
National Forests In Mississippi	080302010603	Chewalla Creek	Functioning at Risk	28232.5	44	56	Good	Fair	Fair	Fair	Fair	Fair	Poor	Good	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Colville National Forest	170102160307	South Salmo River	Functioning Properly	22271.8	85	15	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Huron Manistee National Forest	040601030603	Stronach Creek	Functioning at Risk	17800.4	31	70	Fair	Fair	Fair	Good	Fair	Fair	Fair	Fair	Good	Poor	Fair	----	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101031305	190101031305	Functioning Properly	8002.9	98	2	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Coronado National Forest	150503040102	Fraguita Wash	Functioning at Risk	7347.3	75	25	Fair	Fair	Good	Fair	Fair	Fair	Fair	Poor	----	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Nebraska National Forest	101402011404	West Fork Willow Creek	Functioning Properly	16183.7	7	93	Good	Good	Good	Good	Good	Good	Good	Good	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Santa Fe National Forest	130201020804	Outlet Rio Puerco	Functioning at Risk	36465.4	45	55	Good	Fair	Good	Fair	Good	Fair	Poor	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101030602	South Arm Cholmondeley Sound-Frontal Cholmondeley Sound	Functioning Properly	18381.6	61	39	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
National Forests In Mississippi	031700070504	Little Sweetwater Creek-Sweetwater Creek	Functioning Properly	13458.6	23	77	Good	Fair	Fair	Good	Good	Fair	Fair	Fair	Good	Good	Poor	----	 	 	 	 	 	 	 	 	 	 
Sawtooth National Forest	170402100303	Round Mountain Creek-Clear Creek	Functioning Properly	45538.9	21	79	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101011605	Foggy Bay-Frontal Revillagigedo Channel	Functioning Properly	10858.9	42	58	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Los Padres National Forest	180600070201	Ballinger Canyon Wash	Functioning at Risk	11420.1	74	26	Good	Poor	Good	Poor	Fair	Poor	Fair	Fair	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Rogue River-Siskiyou National Forests	171003070503	Sugarpine Creek	Functioning at Risk	17465.1	64	36	Good	Fair	Fair	Fair	Fair	Fair	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Dixie National Forest	140700030305	Donkey Creek-Fremont River	Functioning at Risk	22192.1	20	80	Fair	Fair	Good	Poor	Fair	Poor	Fair	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Medicine Bow-Routt National Forest	140100010704	Middle Muddy Creek	Functioning Properly	13268.8	9	91	Fair	Good	Good	Good	Good	Poor	Good	Good	Poor	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Shoshone National Forest	100800010504	Lower Dinwoody Creek	Functioning Properly	29454.9	64	36	Poor	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Lolo National Forest	170102040201	Butler Creek	Functioning at Risk	7934.9	29	71	Fair	Fair	Good	Poor	Fair	Good	Fair	Fair	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Wallowa Whitman National Forest	170601060408	Lower Chesnimnus Creek	Functioning at Risk	13670	7	93	Fair	Poor	Poor	Good	Poor	Poor	Good	Poor	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Pike-San Isabel National Forest	110200021101	North Creek	Functioning Properly	13247.1	62	38	Poor	Good	Good	Good	Fair	Good	Good	Fair	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Kootenai National Forest	170102100101	Stillwater River Headwaters	Functioning Properly	21134.6	32	68	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Cibola National Forest	111001030401	111001030401	Functioning Properly	33286.1	7	93	Good	Fair	Good	Good	Fair	Fair	Fair	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Cibola National Forest	111001030208	111001030208-Coldwater Creek	Functioning Properly	27393.2	11	90	Good	Fair	Good	Good	Fair	Poor	Fair	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140200020802	Little Blue Creek	Functioning Properly	22327.4	11	89	Poor	Fair	Good	Good	Poor	Fair	Good	Good	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102011601	190102011601	Functioning Properly	24413.5	90	10	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Chattahoochee-Oconee National Forest	031501030204	Bow Creek-Oostanaula River	Functioning Properly	18955.7	20	80	Good	Good	Good	Good	Fair	Fair	Fair	Fair	Good	Fair	Fair	----	 	 	 	 	 	 	 	 	 	 
Tonto National Forest	150601030802	Workman Creek	Functioning at Risk	12892.7	99	1	Poor	Good	Good	Good	Good	Poor	Fair	Fair	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
