FORESTNAME,HUC12_CODE,HUC12_NAME,USFS_COND,TOT_ACRES,USFS_PERC,NONFS_PERC,AQ_BIOTA,RIPARIAN,WATER_QUAL,WATER_QUAN,AQ_HABITAT,ROAD_TRAIL,SOIL_COND,FIRE_COND,FOREST_COV,FOR_HEALTH,TER_INV_SP,RANGE_VEG,PRIOR_YR,PRICPL_REA,SEL_NARAT,KNWN_PART,APRVL_DATE,EST_CMP_DA,ES_PRJ_CNT,ES_PRJ_CST,ACT_CMP_DA,RESTPLN_IN
Carson National Forest,"140801030303",Wild Horse Canyon-Tapicito Creek,Functioning at Risk,35203.500,7.0,94.0,Fair,Fair,Good,Good,Fair,Fair,Poor,Fair,Good,Good,Fair,Fair,"2011",<Principal_Reason><Concerns><Concern><Value>Invasive Species</Value></Concern><Concern><Value>Riparian Structure and Function</Value></Concern></Concerns><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value,Added to Forest priority to allow for development of WRAP in conjunction with Ciruelas Canyon - Arroyo Companero (HUC 140801030403) and on-going landscape analysis for Carrizo Canyon 5th code Watershed (HUC 1408010304) with other partners.  Although not,<Known_Partners><Partner><Name>BLM</Name><Type>Known</Type></Partner><Partner><Name>Oil and gas companies</Name><Type>Known</Type></Partner><Partner><Name>BLM/FS permittee</Name><Type>Known</Type></Partner><Partner><Name>NRCS</Name><Type>Known</Type></Pa,2011/12/21,2016/09/30,"7",100000.0000000000,,Y
Santa Fe National Forest,"140801030301",Bear Canyon-Tapicito Creek,Functioning at Risk,25629.300,10.0,90.0,Good,Fair,Good,Fair,Good,Fair,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Carson National Forest,"130201010708",Town of Carson,Functioning at Risk,17694.600,21.0,80.0,Fair,Fair,Good,Good,Fair,Poor,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Carson National Forest,"130201010804",Indian Lake,Functioning at Risk,10827.900,75.0,25.0,Fair,Fair,Good,Fair,Fair,Poor,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Carson National Forest,"130201021404",Rio Tusas-Rio Vallecitos,Functioning at Risk,25426.400,93.0,7.0,Fair,Fair,Poor,Fair,Good,Poor,Good,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Carson National Forest,"130201020902",Lopez Canyon-Canjilon Creek,Functioning at Risk,17173.000,93.0,7.0,Good,Fair,Good,Fair,Fair,Poor,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Santa Fe National Forest,"130201020607",Outlet Canoncito de las Lleguas,Functioning at Risk,20365.300,88.0,13.0,Fair,Fair,Good,Fair,Good,Fair,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Carson National Forest,"130201021101",Arroyo Seco,Functioning at Risk,10555.500,96.0,4.0,Fair,Fair,Good,Fair,Fair,Poor,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202110501",Indian Creek,Functioning Properly,13606.700,94.0,7.0,Good,Fair,Good,Good,Fair,Good,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Lincoln National Forest,"130500030501",Tortolita Arroyo,Functioning at Risk,14415.900,53.0,47.0,Fair,Fair,Fair,Good,Poor,Poor,Fair,Poor,Good,Good,Fair,Fair,,,,,,,,,,
Lincoln National Forest,"130500030502",Nogal Creek,Impaired Function,24102.400,48.0,52.0,Poor,Poor,Fair,Fair,Poor,Poor,Fair,Poor,Good,Good,Poor,Good,,,,,,,,,,
Lincoln National Forest,"130600080203",Headwaters Salado Creek,Functioning at Risk,19872.200,34.0,66.0,Fair,Poor,Fair,Good,Poor,Poor,Fair,Poor,Fair,Good,Fair,Fair,,,,,,,,,,
Lincoln National Forest,"130600050504",Zeufeldt Arroyo,Functioning at Risk,31194.600,8.0,92.0,Fair,Poor,Good,Good,Poor,Poor,Fair,Good,Good,Good,Good,Poor,,,,,,,,,,
Lincoln National Forest,"130600080204",Gyp Spring Canyon,Functioning at Risk,21394.000,43.0,57.0,Fair,Poor,Good,Fair,Poor,Poor,Fair,Poor,Poor,Good,Fair,Poor,,,,,,,,,,
Lincoln National Forest,"130600080208",Lower Rio Bonita,Impaired Function,32297.900,18.0,82.0,Poor,Poor,Fair,Poor,Poor,Poor,Fair,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Lincoln National Forest,"130600080202",Magado Canyon,Functioning at Risk,22344.800,30.0,70.0,Fair,Poor,Good,Poor,Poor,Poor,Fair,Poor,Fair,Good,Fair,Fair,,,,,,,,,,
Cibola National Forest,"130202110504",San Jose Arroyo-Rio Grande,Functioning at Risk,35811.900,51.0,49.0,Good,Fair,Good,Good,Fair,Poor,Poor,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202110503",Cuervo Canyon-Rio Grande,Functioning Properly,34247.100,30.0,70.0,Good,Good,Good,Good,Fair,Poor,Poor,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202110703",Garcia Falls-Alamosa Creek,Functioning Properly,38958.200,18.0,83.0,Good,Good,Good,Good,Fair,Poor,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,
Gila National Forest,"150400010204",Lower Corduroy Draw,Functioning Properly,31221.500,96.0,4.0,Good,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
Gila National Forest,"150400010501",T Bar Canyon,Functioning at Risk,26558.400,100.0,0.0,Poor,Fair,Good,Fair,Fair,Fair,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Gila National Forest,"150400010305",Houghton Canyon-Beaver Creek,Functioning Properly,38263.800,79.0,21.0,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
Lincoln National Forest,"130600080502",Agua Chiquito Creek-Blackwater Canyon,Functioning at Risk,17843.800,8.0,92.0,Poor,Poor,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,Poor,,,,,,,,,,
Cibola National Forest,"130202110702",San Mateo Canyon-Alamosa Creek,Functioning at Risk,33509.600,85.0,15.0,Fair,Fair,Good,Good,Fair,Poor,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Lincoln National Forest,"130500030504",Lemon Draw,Functioning at Risk,16442.800,9.0,91.0,Fair,Good,Poor,Fair,Good,Fair,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Gila National Forest,"130202110606",Wahoo Canyon-Alamosa Creek,Functioning at Risk,32902.400,52.0,49.0,Fair,Fair,Good,Fair,Fair,Fair,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Cibola National Forest,"130202110609",Wildhorse Canyon-Alamosa Creek,Functioning at Risk,13172.100,86.0,14.0,Fair,Fair,Good,Good,Fair,Poor,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Gila National Forest,"150400010103",Lower Railroad Canyon,Functioning Properly,27412.800,7.0,93.0,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Cibola National Forest,"130202110701",Grapevine Canyon-Alamosa Creek,Functioning at Risk,32197.500,50.0,50.0,Fair,Fair,Good,Good,Fair,Fair,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Lincoln National Forest,"130500030506",Harkey Draw-Nogal Arroyo,Functioning at Risk,30535.100,6.0,94.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,Fair,,,,,,,,,,
Gila National Forest,"150400010102",Middle Railroad Canyon,Functioning Properly,26133.500,41.0,60.0,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Lincoln National Forest,"130600050503",Arroyo Serrano,Functioning at Risk,23235.800,19.0,81.0,Fair,Poor,Fair,Good,Poor,Poor,Poor,Good,Good,Good,Fair,Fair,,,,,,,,,,
Cibola National Forest,"130202110306",Lumbre Canyon-Rio Grande,Functioning Properly,38511.800,29.0,71.0,Good,Good,Good,Good,Fair,Poor,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Lincoln National Forest,"130600050502",Red Lick Canyon,Functioning at Risk,10696.100,45.0,55.0,Fair,Poor,Fair,Good,Poor,Poor,Fair,Poor,Good,Good,Fair,Poor,,,,,,,,,,
Lincoln National Forest,"130600050301",Aragon Creek,Functioning at Risk,14395.000,41.0,59.0,Fair,Poor,Fair,Good,Poor,Poor,Fair,Fair,Poor,Good,Fair,Good,,,,,,,,,,
Lincoln National Forest,"130600050303",Reventon Draw-Arroyo del Macho,Impaired Function,38095.900,33.0,67.0,Fair,Poor,Fair,Fair,Poor,Poor,Fair,Fair,Fair,Good,Fair,Poor,,,,,,,,,,
Gila National Forest,"130202110603",Little Pigeon Canyon-Alamosa Creek,Functioning Properly,22527.800,37.0,63.0,Good,Good,Good,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Lincoln National Forest,"130500030408",Headwaters White Oaks Draw,Functioning at Risk,25718.500,40.0,60.0,Fair,Fair,Fair,Good,Fair,Poor,Fair,Poor,Good,Good,Good,Poor,,,,,,,,,,
Santa Fe National Forest,"130202010107",Outlet Santa Fe River,Functioning at Risk,33782.700,21.0,79.0,Good,Fair,Fair,Fair,Good,Fair,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202020503",Arroyo Chamisa,Functioning at Risk,12962.600,8.0,92.0,Good,Fair,Good,Fair,Good,Poor,Poor,Poor,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202020307",Middle Rio Salado,Functioning Properly,28530.900,6.0,95.0,Good,Good,Good,Fair,Good,Fair,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130600010301",Cabo Lucero Creek-Tecolote Creek,Functioning at Risk,19773.700,61.0,39.0,Fair,Fair,Good,Fair,Good,Poor,Poor,Poor,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202020403",Vallecita Creek-Jemez River,Functioning at Risk,23214.700,38.0,62.0,Good,Fair,Good,Fair,Good,Fair,Poor,Poor,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130600010102",Bull Creek,Functioning at Risk,17603.100,87.0,13.0,Good,Fair,Poor,Good,Fair,Poor,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202010101",Arroyo Calabasas,Functioning at Risk,31280.400,19.0,81.0,Fair,Fair,Good,Fair,Fair,Fair,Poor,Poor,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202010605",Headwaters Borrego Canon,Functioning at Risk,28944.500,51.0,49.0,Good,Fair,Good,Fair,Good,Poor,Poor,Poor,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130600010205",Dry Gulch-Pecos River,Functioning at Risk,27274.200,86.0,14.0,Good,Fair,Fair,Good,Fair,Fair,Poor,Poor,----,Good,Fair,Good,,,,,,,,,,
Cibola National Forest,"130202040402",Canon Tapia,Functioning Properly,34066.200,29.0,71.0,Good,Fair,Good,Good,Fair,Fair,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Santa Fe National Forest,"130600010305",Tres Hermanos Creek,Functioning at Risk,27562.500,26.0,74.0,Fair,Fair,Good,Fair,Good,Fair,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Cibola National Forest,"130202050205",Arroyo Tinaja,Functioning Properly,28706.000,33.0,67.0,Good,Good,Good,Fair,Fair,Poor,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202050104",Arroyo Sarcio,Functioning Properly,13493.300,39.0,61.0,Good,Fair,Good,Good,Fair,Good,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Santa Fe National Forest,"130600010208",Tortolita Canyon-Pecos River,Functioning at Risk,38396.300,34.0,66.0,Fair,Fair,Good,Fair,Good,Fair,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202010302",Arroyo Salado,Functioning at Risk,35673.800,44.0,56.0,Good,Fair,Good,Fair,Good,Poor,Fair,Fair,----,Good,Good,Good,,,,,,,,,,
Carson National Forest,"130201021304",Canada de los Comanches-Rio Tusas,Functioning at Risk,27164.400,92.0,8.0,Fair,Good,Poor,Fair,Good,Poor,Fair,Fair,Fair,Good,Good,Fair,,,,,,,,,,
Carson National Forest,"130201021403",Canada de Agua-Rio Vallecitos,Functioning at Risk,30449.500,94.0,6.0,Fair,Fair,Fair,Fair,Fair,Poor,Good,Poor,Good,Good,Good,Fair,,,,,,,,,,
Santa Fe National Forest,"130201020705",Headwaters Arroyo del Puerto Chiquito,Functioning at Risk,23330.800,41.0,59.0,Fair,Fair,Good,Fair,Good,Poor,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Carson National Forest,"130201020502",Headwaters Rio Cebolla,Functioning at Risk,29762.300,39.0,61.0,Fair,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202030605",Arroyo del Cuervo,Functioning Properly,24420.800,27.0,73.0,Fair,Good,Good,Good,Fair,Poor,Poor,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130500010402",Arroyo  de Chilili,Functioning Properly,23740.500,6.0,94.0,Good,Good,Good,Good,Fair,Poor,Poor,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202030202",Middle Tijeras Arroyo,Functioning at Risk,18846.100,33.0,67.0,Good,Good,Fair,Fair,Fair,Fair,Poor,Good,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202030403","130202030403",Functioning Properly,15826.500,20.0,80.0,Good,Good,Good,Good,Good,Good,Poor,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202030203",Lower Tijeras Arroyo,Functioning Properly,27434.700,45.0,55.0,Good,Good,Fair,Good,Good,Good,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202060705",Bonita Canyon,Functioning at Risk,31632.400,48.0,52.0,Good,Fair,Good,Good,Fair,Poor,Fair,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202030304",City of Albuquerque,Functioning Properly,37584.000,11.0,89.0,Good,Good,Good,Good,Good,Good,Poor,Good,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202060706",Log Cabin Canyon,Functioning at Risk,37832.200,21.0,79.0,Good,Fair,Good,Good,Fair,Poor,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202060704",Agua Fria Creek,Functioning Properly,30055.800,71.0,29.0,Good,Fair,Good,Good,Fair,Poor,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202070205",Ojo Redondo-Bluewater Creek,Functioning at Risk,16871.100,96.0,4.0,Fair,Fair,Good,Good,Poor,Poor,Fair,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202010501",Headwaters San Pedro Creek,Functioning at Risk,32312.600,17.0,83.0,Fair,Fair,Fair,Fair,Fair,Fair,Poor,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202070607",Castillo Canyon,Functioning Properly,31938.000,12.0,88.0,Good,Fair,Good,Good,Fair,Good,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202070404",Zuni Canyon-Rio San Jose,Functioning Properly,26062.800,24.0,77.0,Good,Fair,Good,Good,Fair,Fair,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202070305",Lobo Creek,Functioning at Risk,29658.500,70.0,30.0,Good,Fair,Good,Fair,Fair,Poor,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202030104",Sandia Wash-Rio Grande,Functioning at Risk,19605.300,26.0,75.0,Good,Fair,Fair,Good,Fair,Good,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202070606",San Jose Canyon,Functioning Properly,11310.000,25.0,75.0,Good,Fair,Good,Good,Fair,Fair,Fair,Poor,Poor,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202030302",Arroyo del Pino,Functioning Properly,23877.900,34.0,66.0,Good,Fair,Good,Good,Fair,Good,Poor,Fair,Fair,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202070603",Tafoya Canyon-Rio San Jose,Functioning Properly,21003.100,10.0,91.0,Good,Fair,Good,Good,Fair,Fair,Fair,Fair,Poor,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202070405",Log Cabin Canyon-Rio San Jose,Functioning Properly,32745.900,14.0,87.0,Good,Fair,Good,Good,Fair,Poor,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202070608",Canon Seco-Rio San Jose,Functioning at Risk,19008.600,15.0,85.0,Good,Fair,Good,Good,Fair,Poor,Fair,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202070201",Agua Medio-Bluewater Creek,Functioning at Risk,23816.300,77.0,23.0,Good,Fair,Good,Good,Fair,Poor,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Santa Fe National Forest,"130202010201",Headwaters Canada Ancha,Functioning at Risk,21958.400,42.0,58.0,Fair,Fair,Good,Fair,Fair,Poor,Poor,Poor,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130600010802",Porvenir Canyon-Gallinas Creek,Functioning at Risk,16085.600,87.0,13.0,Fair,Fair,Good,Fair,Good,Poor,Fair,Fair,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130600010101",Headwaters Cow Creek,Functioning at Risk,27642.800,82.0,18.0,Good,Fair,Poor,Fair,Fair,Poor,Fair,Fair,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202020301",Arroyo Lopez,Functioning Properly,12524.900,7.0,93.0,Good,Fair,Good,Good,Fair,Poor,Fair,Fair,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202020402",Vallecita Creek,Functioning at Risk,32342.000,79.0,21.0,Good,Fair,Poor,Fair,Good,Poor,Poor,Poor,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202010102",Headwaters Santa Fe River,Functioning at Risk,34797.900,46.0,54.0,Fair,Fair,Good,Good,Fair,Poor,Fair,Poor,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130202010601",Peralta Canyon,Functioning at Risk,28445.000,51.0,49.0,Fair,Fair,Good,Good,Good,Fair,Poor,Poor,----,Good,Good,Fair,,,,,,,,,,
Santa Fe National Forest,"130201011202",Headwaters Rio Tesuque,Functioning at Risk,26072.100,57.0,43.0,Fair,Fair,Good,Good,Good,Fair,Fair,Poor,----,Good,Good,Good,,,,,,,,,,
Cibola National Forest,"130202050103",Canon El Dado,Functioning Properly,16834.600,54.0,46.0,Good,Good,Good,Good,Fair,Fair,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202050105",Outlet San Miguel Creek,Functioning Properly,19941.000,15.0,85.0,Good,Fair,Good,Good,Fair,Good,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Cibola National Forest,"130202040401",Guadalupe Canon-Rio Puerco,Functioning Properly,25738.000,6.0,94.0,Good,Fair,Good,Good,Fair,Fair,Poor,Fair,Fair,Good,Good,Fair,,,,,,,,,,
Santa Fe National Forest,"130600010303",Ojitos Frios Creek-Tecolote Creek,Functioning at Risk,24221.100,14.0,86.0,Fair,Fair,Good,Good,Good,Fair,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Cibola National Forest,"130202040403",Canon del Camino-Rio Puerco,Functioning Properly,30140.300,35.0,65.0,Good,Good,Good,Good,Fair,Fair,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,
Santa Fe National Forest,"130600010103",Apache Creek,Functioning at Risk,14079.300,87.0,13.0,Good,Fair,Good,Fair,Good,Poor,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Santa Fe National Forest,"130600010401",El Rito,Functioning at Risk,28240.600,71.0,29.0,Fair,Fair,Good,Fair,Good,Poor,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
Francis Marion-Sumter National Forest,"030502090201",Awendaw Creek,Functioning at Risk,25685.800,86.0,14.0,Good,Fair,Poor,Fair,Poor,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030501120204",Wittee Lake-Santee River,Functioning at Risk,29768.500,11.0,90.0,Fair,Fair,Poor,Poor,Poor,Good,Good,Fair,Good,Good,Fair,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030502010306",East Branch Cooper River,Functioning at Risk,18728.300,8.0,92.0,Fair,Fair,Fair,Fair,Poor,Poor,Good,Poor,Good,Fair,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030502090202",Bulls Bay,Functioning at Risk,43706.800,14.0,86.0,Good,Fair,Fair,Fair,Poor,Poor,Good,Poor,Good,Good,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030502010301",Turkey Creek-East Branch Cooper River,Functioning at Risk,16516.000,98.0,2.0,Good,Good,Poor,Fair,Poor,Fair,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030501120301",Headwaters Wambaw Creek,Functioning at Risk,21529.900,95.0,5.0,Good,Fair,Fair,Fair,Poor,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030502010303",Gough Creek,Functioning at Risk,12460.200,52.0,48.0,Fair,Good,Fair,Fair,Poor,Poor,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030501120302",Outlet Wambaw Creek,Functioning at Risk,24587.500,87.0,13.0,Good,Good,Poor,Poor,Poor,Fair,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030501120303",South Santee River,Functioning at Risk,38705.200,14.0,86.0,Good,Good,Poor,Poor,Poor,Poor,Good,Good,Good,Good,Fair,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030502010302",Nicholson Creek,Functioning at Risk,29253.000,97.0,3.0,Good,Fair,Poor,Fair,Poor,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030501120205",Echaw Creek,Functioning at Risk,28410.800,70.0,30.0,Good,Good,Poor,Poor,Poor,Fair,Good,Good,Good,Good,Fair,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030502010203",Wadboo Creek,Functioning at Risk,34431.300,61.0,39.0,Fair,Fair,Poor,Fair,Poor,Poor,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030502010202",Cane Pond Branch,Functioning at Risk,10754.600,70.0,30.0,Good,Fair,Fair,Fair,Fair,Poor,Good,Poor,Good,Fair,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030501120202",Savanna Creek,Functioning at Risk,17245.800,75.0,25.0,Good,Fair,Fair,Fair,Fair,Fair,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030501120206",Dutart Creek-Santee River,Functioning at Risk,29210.200,37.0,63.0,Good,Fair,Poor,Fair,Poor,Fair,Good,Fair,Good,Good,Fair,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030501120201",Wedboo Creek,Functioning at Risk,15499.400,54.0,46.0,Good,Fair,Fair,Fair,Fair,Fair,Good,Poor,Good,Fair,Good,----,,,,,,,,,,
Francis Marion-Sumter National Forest,"030502010201",Walker Swamp,Functioning at Risk,37202.300,24.0,76.0,Fair,Fair,Poor,Fair,Poor,Poor,Good,Poor,Good,Fair,Good,----,,,,,,,,,,
Lincoln National Forest,"130500040402",Stevens Draw,Functioning at Risk,33496.100,7.0,93.0,Fair,Poor,Good,Fair,Poor,Fair,Good,Poor,Good,Good,Fair,Fair,,,,,,,,,,
Lincoln National Forest,"130500031706",Escondida Well,Functioning at Risk,14257.800,7.0,93.0,Poor,Fair,Good,Good,Fair,Poor,Good,Poor,Good,Good,Good,Good,,,,,,,,,,
Lincoln National Forest,"130500040102",Ben WIlliams Canyon-Sacramento River,Functioning at Risk,15540.200,77.0,23.0,Poor,Poor,Good,Good,Poor,Poor,Good,Poor,Fair,Good,Fair,Fair,,,,,,,,,,
Lincoln National Forest,"130600110607",Outlet Crooked Canyon,Functioning at Risk,21110.800,24.0,76.0,Fair,Fair,Good,Good,Fair,Poor,Fair,Poor,Good,Good,Good,Good,,,,,,,,,,
Lincoln National Forest,"130600110404",Bear Canyon,Functioning at Risk,28793.800,45.0,55.0,Poor,Fair,Good,Good,Poor,Poor,Fair,Fair,Good,Good,Good,Poor,,,,,,,,,,
Lincoln National Forest,"130500040405",Lewis Canyon,Functioning at Risk,19928.600,15.0,85.0,Good,Poor,Good,Good,Good,Poor,Fair,Poor,Good,Good,Good,Good,,,,,,,,,,
Lincoln National Forest,"130600100402",Perk Canyon-Cuervo Creek,Functioning at Risk,15725.100,87.0,13.0,Fair,Fair,Good,Good,Fair,Poor,Good,Poor,Good,Good,Fair,Fair,"2011",<Principal_Reason><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value>Improve Condition</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity></Opportunities><Cost>$1 million,"Water quality threats, wildfire threat and threats to riparian structure and function. 1.) NEPA Completed for watershed in the Jim Lewis Project Area.   2.) Consensus from Line Officers  3.) There is an opportunity to improve watershed from class II to c",,2011/09/23,2017/12/31,"21",1882637.0000000000,,Y
Gila National Forest,"130302020801",Upper Macho Creek,Functioning Properly,37178.900,10.0,90.0,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Lincoln National Forest,"130500031703",Dog Canyon,Functioning at Risk,25376.900,54.0,46.0,Fair,Poor,Poor,Good,Fair,Poor,Good,Poor,Poor,Good,Fair,Fair,,,,,,,,,,
Lincoln National Forest,"130600100403",Chimney Canyon-Cuervo Creek,Functioning at Risk,27109.100,74.0,26.0,Poor,Poor,Good,Good,Poor,Poor,Good,Poor,Poor,Good,Good,Good,,,,,,,,,,
Lincoln National Forest,"130600100401",Perk Canyon,Functioning at Risk,27646.400,86.0,14.0,Fair,Poor,Good,Good,Poor,Poor,Good,Poor,Poor,Good,Poor,Fair,"2011",<Principal_Reason><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value>Maintain Condition</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity></Opportunities><Cost>$5 million,1.) NEPA Completed 2.) Consensus from Line Officers 3.) Improve wildlife habitat and reduce wildfire risks,,2011/09/23,2017/12/31,"24",4567106.0000000000,,Y
